epoch,test_acc,test_prec,test_recall,test_f1,test_auc,test_loss,cosine_threshold,entropy_threshold
1,72.28498542274052,75.98167061805725,64.89773988723755,70.14720314033366,84.16387809288646,0.5542250507792761,0.622459352016449,0.5511911511421204
2,77.08181486880467,80.65394163131714,71.00437879562378,75.67567567567568,88.7763327979307,0.5075193257179371,0.622459352016449,0.4510957896709442
3,77.47813411078717,78.74683737754822,74.70292448997498,76.90367186770064,88.96719656762383,0.5029287184913491,0.622459352016449,0.4406120181083679
4,78.00655976676384,78.21946144104004,76.96694731712341,77.83897916092903,89.72636892897518,0.49591961884221364,0.622459352016449,0.4329773187637329
5,80.21592565597668,71.88960909843445,97.39450812339783,83.15687415163855,91.36551458814992,0.49442640250158865,0.622459352016449,0.3675152063369751
6,79.3686224489796,88.98690938949585,66.80694818496704,76.42741893509603,92.03294283339636,0.4955911170258078,0.622459352016449,0.35443735122680664
7,80.33892128279884,71.63059115409851,98.59278202056885,83.41530894558869,91.73539544800636,0.48865868974217147,0.622459352016449,0.3790287375450134
8,79.8423833819242,71.63242697715759,97.0008373260498,82.83752860411899,91.30017025617515,0.4883117932219838,0.622459352016449,0.38789102435112
9,80.95389941690962,73.06426167488098,96.35865688323975,83.53612915928332,92.1952025828683,0.477199197508568,0.622459352016449,0.3565598428249359
10,79.1545189504373,70.9223747253418,96.9606339931488,82.34976471495796,90.70621184359834,0.4976253698385039,0.622459352016449,0.40421798825263977
11,79.8423833819242,77.00212001800537,84.17065739631653,80.72147431708274,91.24613389191579,0.4886086627321188,0.622459352016449,0.3984662890434265
12,79.66016763848397,79.59996461868286,79.15350198745728,79.59230312171489,91.04002391382417,0.4944023945650389,0.622459352016449,0.39792299270629883
13,79.6100583090379,80.91747164726257,77.06722617149353,79.11144297181258,91.20901175052487,0.4852249059219693,0.622459352016449,0.3979682922363281
14,79.6146137026239,80.66740036010742,77.39856839179993,79.18701455746245,91.04357658958001,0.4886983467569185,0.622459352016449,0.39803454279899597
15,79.7603862973761,78.96307110786438,80.43575882911682,79.93315568402511,91.29840595423143,0.4845489633464536,0.622459352016449,0.3980875015258789
16,79.73305393586006,79.23166155815125,79.92002964019775,79.80756138519493,91.35029079149099,0.4851855861759463,0.622459352016449,0.39818474650382996
17,79.6055029154519,78.9514422416687,80.06303310394287,79.7338282558508,91.01486383091869,0.48556911538160125,0.622459352016449,0.39840835332870483
18,79.85604956268222,77.4808406829834,83.32062363624573,80.57117750439367,91.28028979806989,0.48640394886565763,0.622459352016449,0.3972662687301636
19,79.7603862973761,78.62100601196289,81.01568818092346,80.05208099492658,91.22115600815242,0.485702006969341,0.622459352016449,0.39729464054107666
20,79.56905976676384,83.28278064727783,73.74582886695862,78.3427495291902,91.28268204375408,0.4847853553676328,0.622459352016449,0.39733800292015076
21,79.78771865889213,81.1036467552185,77.25853323936462,79.29634641407307,91.27424817412388,0.487544541702021,0.622459352016449,0.39738309383392334
22,79.9198250728863,78.23235988616943,82.1017861366272,80.39145907473309,91.42349998392997,0.4847415763624879,0.622459352016449,0.39741525053977966
23,79.77860787172013,81.21669888496399,77.0899772644043,79.25216172002804,91.28647917348425,0.48576966820414674,0.622459352016449,0.39745479822158813
24,79.71938775510205,71.3099718093872,97.6104736328125,82.83996299722479,91.43789205603106,0.484254494655964,0.622459352016449,0.39749571681022644
