FPR,TPR
0.0,0.0
0.0,0.00036443148688046647
0.0,0.0011844023323615161
0.0,0.0017310495626822158
0.0,0.001913265306122449
0.0,0.0022776967930029156
0.0,0.002551020408163265
0.0,0.0032798833819241984
0.0,0.004373177842565598
0.0,0.004646501457725947
0.0,0.005010932944606414
0.0,0.0058309037900874635
0.0,0.00619533527696793
0.0,0.00646865889212828
0.0,0.007106413994169096
0.0,0.007653061224489796
0.0,0.00783527696793003
0.0,0.008199708454810495
0.0,0.008290816326530613
0.0,0.008473032069970845
0.0,0.008837463556851312
0.0,0.009110787172011662
0.0,0.009293002915451895
0.0,0.009839650145772596
0.0,0.010568513119533527
0.0,0.010841836734693877
0.0,0.010932944606413994
0.0,0.011206268221574344
0.0,0.01157069970845481
0.0,0.011844023323615161
0.0,0.011935131195335277
0.0,0.01211734693877551
0.0,0.012208454810495626
0.0,0.012481778425655976
0.0,0.01266399416909621
0.0,0.01293731778425656
0.0,0.013028425655976677
0.0,0.013575072886297376
0.0,0.013757288629737609
0.0,0.014121720116618075
0.0,0.01430393586005831
0.0,0.014668367346938776
0.0,0.015215014577259475
0.0,0.015306122448979591
0.0,0.01567055393586006
0.0,0.016217201166180757
0.0,0.01639941690962099
0.0,0.016854956268221574
0.0,0.017128279883381923
0.0,0.017674927113702624
0.0,0.01776603498542274
0.0,0.01813046647230321
0.0,0.01831268221574344
0.0,0.018403790087463557
0.0,0.018677113702623906
0.0,0.019041545189504374
0.0,0.01913265306122449
0.0,0.019314868804664723
0.0,0.01940597667638484
0.0,0.01967930029154519
0.0,0.019770408163265307
0.0,0.020134839650145772
0.0,0.02049927113702624
0.0,0.020681486880466473
0.0,0.020863702623906705
0.0,0.02131924198250729
0.0,0.021410349854227406
0.0,0.021683673469387755
0.0,0.021865889212827987
0.0,0.021956997084548104
0.0,0.02213921282798834
0.0,0.022412536443148688
0.0,0.022776967930029153
0.0,0.02295918367346939
0.0,0.023050291545189505
0.0,0.023232507288629738
0.0,0.02341472303206997
0.0,0.02396137026239067
0.0,0.024143586005830903
0.0,0.024325801749271136
0.0,0.024690233236151604
0.0,0.02478134110787172
0.0,0.024963556851311953
0.0,0.02532798833819242
0.0,0.025419096209912537
0.0,0.025692419825072886
0.0,0.02587463556851312
0.0,0.026239067055393587
0.0,0.02642128279883382
0.0,0.026512390670553936
0.0,0.027059037900874636
0.0,0.027150145772594753
0.0,0.0274234693877551
0.0,0.027514577259475217
0.0,0.027696793002915453
0.0,0.028334548104956267
0.0,0.028516763848396503
0.0,0.02879008746355685
0.0,0.028881195335276968
0.0,0.0290634110787172
0.0,0.029245626822157433
0.0,0.02942784256559767
0.0,0.029518950437317785
0.0,0.029701166180758017
0.0,0.030247813411078718
0.0,0.03043002915451895
0.0,0.0307033527696793
0.0,0.031067784256559768
0.0,0.03152332361516035
0.0,0.031705539358600585
0.0,0.03225218658892128
0.0,0.0323432944606414
0.0,0.032525510204081634
0.0,0.03261661807580175
0.0,0.03279883381924198
0.0,0.03298104956268222
0.0,0.03316326530612245
0.0,0.033436588921282796
0.0,0.03380102040816327
0.0,0.03443877551020408
0.0,0.03471209912536443
0.0,0.035076530612244895
0.0,0.035258746355685135
0.0,0.03534985422740525
0.0,0.035896501457725945
0.0,0.03653425655976676
0.0,0.036716472303206994
0.0,0.03735422740524781
0.0,0.037536443148688044
0.0,0.03799198250728863
0.0,0.03817419825072886
0.0,0.03844752186588921
0.0,0.038629737609329445
0.0,0.038720845481049565
0.0,0.03899416909620991
0.0,0.03926749271137026
0.0,0.03963192419825073
0.0,0.03981413994169096
0.0,0.03999635568513119
0.0,0.04045189504373178
0.0,0.04063411078717201
0.0,0.04072521865889213
