FPR,TPR
0.0,0.0
0.0,0.0008952551477170994
0.0,0.007162041181736795
0.0008904719501335708,0.007162041181736795
0.0008904719501335708,0.008057296329453895
0.003561887800534283,0.008057296329453895
0.003561887800534283,0.008952551477170993
0.004452359750667854,0.008952551477170993
0.004452359750667854,0.009847806624888093
0.005342831700801425,0.009847806624888093
0.005342831700801425,0.011638316920322292
0.006233303650934996,0.011638316920322292
0.006233303650934996,0.017905102954341987
0.007123775601068566,0.017905102954341987
0.007123775601068566,0.03222918531781558
0.008014247551202136,0.03222918531781558
0.008014247551202136,0.03401969561324977
0.008904719501335707,0.03401969561324977
0.008904719501335707,0.03939122649955237
0.009795191451469279,0.03939122649955237
0.009795191451469279,0.043867502238137866
0.012466607301869992,0.043867502238137866
0.012466607301869992,0.047448522829006266
0.013357079252003561,0.047448522829006266
0.013357079252003561,0.048343777976723366
0.014247551202137132,0.048343777976723366
0.014247551202137132,0.051029543419874666
0.016918967052537846,0.051029543419874666
0.016918967052537846,0.05550581915846016
0.017809439002671415,0.05550581915846016
0.017809439002671415,0.05819158460161146
0.019590382902938557,0.05819158460161146
0.019590382902938557,0.07430617726051925
0.020480854853072127,0.07430617726051925
0.020480854853072127,0.07878245299910475
0.02226179875333927,0.07878245299910475
0.02226179875333927,0.08325872873769025
0.02315227070347284,0.08325872873769025
0.02315227070347284,0.09579230080572963
0.02404274265360641,0.09579230080572963
0.02404274265360641,0.09937332139659803
0.024933214603739984,0.09937332139659803
0.024933214603739984,0.11101163831692032
0.025823686553873553,0.11101163831692032
0.025823686553873553,0.11459265890778872
0.026714158504007122,0.11459265890778872
0.026714158504007122,0.11727842435094002
0.027604630454140695,0.11727842435094002
0.027604630454140695,0.12175470008952552
0.028495102404274265,0.12175470008952552
0.028495102404274265,0.12444046553267682
0.030276046304541407,0.12444046553267682
0.030276046304541407,0.12802148612354522
0.031166518254674976,0.12802148612354522
0.031166518254674976,0.13428827215756492
0.03294746215494212,0.13428827215756492
0.03294746215494212,0.135183527305282
0.034728406055209264,0.135183527305282
0.034728406055209264,0.1360787824529991
0.03561887800534283,0.1360787824529991
0.03561887800534283,0.1387645478961504
0.0365093499554764,0.1387645478961504
0.0365093499554764,0.1396598030438675
0.03829029385574354,0.1396598030438675
0.03829029385574354,0.1414503133393017
0.039180765805877114,0.1414503133393017
0.039180765805877114,0.1432408236347359
0.04007123775601069,0.1432408236347359
0.04007123775601069,0.1459265890778872
0.04096170970614425,0.1459265890778872
0.04096170970614425,0.1468218442256043
0.0427426536064114,0.1468218442256043
0.0427426536064114,0.1477170993733214
0.04363312555654497,0.1477170993733214
0.04363312555654497,0.1495076096687556
0.04630454140694568,0.1495076096687556
0.04630454140694568,0.1504028648164727
0.04719501335707925,0.1504028648164727
0.04719501335707925,0.1584601611459266
0.04808548530721282,0.1584601611459266
0.04808548530721282,0.1602506714413608
0.048975957257346395,0.1602506714413608
0.048975957257346395,0.1638316920322292
0.04986642920747997,0.1638316920322292
0.04986642920747997,0.17367949865711726
0.05075690115761353,0.17367949865711726
0.05075690115761353,0.17457475380483437
0.051647373107747106,0.17457475380483437
0.051647373107747106,0.17547000895255147
0.05431878895814782,0.17547000895255147
0.05431878895814782,0.17994628469113697
0.05520926090828139,0.17994628469113697
0.05520926090828139,0.18531781557743957
0.05699020480854853,0.18531781557743957
0.05699020480854853,0.18621307072515667
0.058771148708815675,0.18621307072515667
0.058771148708815675,0.18710832587287377
0.060552092609082814,0.18710832587287377
0.060552092609082814,0.18800358102059087
0.06144256455921639,0.18800358102059087
0.06144256455921639,0.18979409131602507
0.06233303650934995,0.18979409131602507
0.06233303650934995,0.19158460161145927
0.06322350845948353,0.19158460161145927
0.06322350845948353,0.19516562220232767
0.06411398040961709,0.19516562220232767
0.06411398040961709,0.20232766338406447
0.06500445235975066,0.20232766338406447
0.06500445235975066,0.20948970456580127
0.06589492430988424,0.20948970456580127
0.06589492430988424,0.21486123545210384
0.06678539626001781,0.21486123545210384
0.06678539626001781,0.21665174574753804
0.06856634016028496,0.21665174574753804
0.06856634016028496,0.22381378692927484
0.06945681211041853,0.22381378692927484
0.06945681211041853,0.22739480752014324
0.07034728406055209,0.22739480752014324
0.07034728406055209,0.23187108325872874
0.07123775601068566,0.23187108325872874
0.07123775601068566,0.23903312444046554
0.0730186999109528,0.23903312444046554
0.0730186999109528,0.23992837958818264
0.07479964381121995,0.23992837958818264
0.07479964381121995,0.24171888988361684
0.07569011576135352,0.24171888988361684
0.07569011576135352,0.24350940017905104
0.07658058771148708,0.24350940017905104
0.07658058771148708,0.24529991047448524
0.07747105966162066,0.24529991047448524
0.07747105966162066,0.24619516562220234
0.07836153161175423,0.24619516562220234
0.07836153161175423,0.25693822739480754
0.08014247551202137,0.25693822739480754
0.08014247551202137,0.25783348254252464
0.08103294746215495,0.25783348254252464
0.08103294746215495,0.26141450313339304
0.0819234194122885,0.26141450313339304
0.0819234194122885,0.26320501342882724
0.08281389136242208,0.26320501342882724
0.08281389136242208,0.26768128916741274
0.08459483526268922,0.26768128916741274
0.08459483526268922,0.2730528200537153
0.0854853072128228,0.2730528200537153
0.0854853072128228,0.2873769024171889
0.08637577916295637,0.2873769024171889
0.08637577916295637,0.2927484333034915
0.08726625111308994,0.2927484333034915
0.08726625111308994,0.2981199641897941
0.0881567230632235,0.2981199641897941
0.0881567230632235,0.3025962399283796
0.08904719501335707,0.3025962399283796
0.08904719501335707,0.3070725156669651
0.08993766696349065,0.3070725156669651
0.08993766696349065,0.3097582811101164
0.09082813891362422,0.3097582811101164
0.09082813891362422,0.3169203222918532
0.09260908281389137,0.3169203222918532
0.09260908281389137,0.3178155774395703
0.09349955476402494,0.3178155774395703
0.09349955476402494,0.3222918531781558
0.0943900267141585,0.3222918531781558
0.0943900267141585,0.32408236347359
0.09528049866429207,0.32408236347359
0.09528049866429207,0.3321396598030439
0.09617097061442564,0.3321396598030439
0.09617097061442564,0.333034914950761
0.09706144256455922,0.333034914950761
0.09706144256455922,0.3401969561324978
0.09884238646482636,0.3401969561324978
0.09884238646482636,0.3410922112802149
0.09973285841495994,0.3410922112802149
0.09973285841495994,0.341987466427932
0.1006233303650935,0.341987466427932
0.1006233303650935,0.3428827215756491
0.10151380231522707,0.3428827215756491
0.10151380231522707,0.3446732318710833
0.10240427426536064,0.3446732318710833
0.10240427426536064,0.3455684870188004
0.10329474621549421,0.3455684870188004
0.10329474621549421,0.34825425246195163
0.10418521816562779,0.34825425246195163
0.10418521816562779,0.36257833482542523
0.10507569011576136,0.36257833482542523
0.10507569011576136,0.36436884512085943
0.10596616206589493,0.36436884512085943
